"chemical_name","beta","se","n","p_val","p_val_fdr","is_continuous","model","strata","trait","super_pathway","sub_pathway"
"phenylacetate",-0.0474392707504721,0.0188061218693792,3299,0.0116509358211561,0.17957194269575,"Continuous","model_1","both","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0434346386568467,0.0227488373891426,1854,0.056221796019528,0.403964015844016,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0487429782637961,0.0192147323531872,3182,0.0111886723864593,0.241178049219233,"Continuous","model_3","both","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0605055141343509,0.0263377680797519,1425,0.0216021823067322,0.425230003584012,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.016580352549668,0.0290892284751751,1347,0.56868953531883,0.904309588949616,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0116663299518232,0.0407842316948446,1874,0.774839817350128,0.985194286072167,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.00797795472312905,0.0249709982968162,3299,0.749355869609481,0.925955660536556,"Continuous","model_1","both","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.00363680038979911,0.0258189158675167,3256,0.887982136517658,0.991949334843142,"Continuous","model_2","both","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0574627750996543,0.0281563243622036,1347,0.0412659489736672,0.379796829755837,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0127074130380968,0.0259422433029796,3182,0.624250817406408,0.917668732979297,"Continuous","model_3","both","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0596948202569136,0.0267992397258806,1402,0.0259150870715503,0.436821032887583,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.00755831898856875,0.0288579314222272,1402,0.793387138376313,0.92545827849407,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0371065387529432,0.0229944601660188,1874,0.106588942999859,0.591146794582077,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0508008543339687,0.018741155151494,3256,0.00671499318292629,0.139575929730825,"Continuous","model_2","both","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0461819320516415,0.0218944847270829,1835,0.034919106854403,0.36993254976479,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0137471081988491,0.0406161728138856,1835,0.735013628093459,0.987636833897742,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0044897820476888,0.0415457086673449,1854,0.913941362193572,0.986427231830259,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"xanthurenate",-0.0390318477610088,0.0289526271739962,1425,0.177617212722799,0.701148059526761,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0498946316882787,0.026720394245399,1425,0.0618615883710609,0.461609164784982,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0101847145083655,0.0212660481350904,3182,0.631996253613245,0.928842978795224,"Continuous","model_3","both","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.0189450703055133,0.0233927108318874,3299,0.418014512662836,0.782265100867429,"Continuous","model_1","both","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.0409216004213625,0.0299991644160298,1402,0.172538819640234,0.732975131610337,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.0388503902453463,0.0320361340805415,1854,0.225242504963389,0.694986184947904,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0504592699180639,0.0269247274535491,1402,0.0609184951223744,0.492424502239193,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.0333917933291014,0.0307996951677005,1347,0.278293923792436,0.82384351670049,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.0254440104050521,0.0235601356208665,3256,0.280159873006638,0.686639194664371,"Continuous","model_2","both","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0124106628629246,0.0205564067531042,3299,0.546018526200613,0.873029621562519,"Continuous","model_1","both","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0607815950355126,0.0284149522222275,1347,0.0324299335498807,0.374487886675822,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.0214774981892624,0.0234796587390308,3182,0.36033451030843,0.833417714002198,"Continuous","model_3","both","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.00359033442735378,0.038242189145392,1874,0.925201205350076,0.999072981840716,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.0374980180214907,0.0318167684241505,1874,0.238572833483632,0.760314865832332,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.0149258333169804,0.0371221885023393,1854,0.687630230976441,0.954324965226092,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.012455378237271,0.0206769080381936,3256,0.546920499764965,0.85493932023002,"Continuous","model_2","both","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.0465411735019784,0.0298059067632139,1835,0.118411755672258,0.532004834952316,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.0156280562011899,0.0370138160749781,1835,0.672862812368054,0.987636833897742,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"3-methyl-2-oxovalerate",0.0411011033119732,0.0331818926579287,1425,0.215471212904224,0.669263129099836,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0265928284120403,0.032167965309025,1854,0.408414673564048,0.816513771003963,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0453359387534423,0.0246546893504905,3256,0.0659392613049907,0.408262234888347,"Continuous","model_2","both","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0278639399850736,0.0261081772594997,3299,0.285859170606534,0.699033770138666,"Continuous","model_1","both","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0206089927376889,0.0248360565818886,3182,0.406651119787929,0.850700181449178,"Continuous","model_3","both","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0302707276736363,0.033658717399272,1874,0.368470056654048,0.83793249616394,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",-0.00415381817252809,0.0319557058481,1425,0.89657691403693,0.967315432908076,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",-0.028426042367281,0.0344522932633955,1347,0.409323796775869,0.870434674300509,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0436203536884418,0.0248991053263052,3299,0.0797936910145695,0.451797014946408,"Continuous","model_1","both","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0466810606836191,0.0387618605016205,1874,0.228472130784467,0.701903621796996,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0360249640683393,0.0374544358119505,1347,0.33613280490037,0.640722709962252,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",-0.00908373522553479,0.0330225174479304,1402,0.783257077038658,0.92357259931405,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",-0.0134679658168188,0.0279309135523045,1835,0.629672032566968,0.9316574810105,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0404723845253948,0.0329648605077643,1402,0.219543370304249,0.666854781826023,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0725921160830293,0.0375362852043723,1854,0.0531231501113138,0.547701222233185,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.022057217013358,0.0286838493298889,3182,0.44190703473412,0.86912673966259,"Continuous","model_3","both","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0705681438706053,0.0437432887476037,1835,0.106693762775366,0.848023792782052,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0361274083050695,0.0264702833020907,3256,0.172306825340308,0.589897484400348,"Continuous","model_2","both","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"methionine sulfoxide",0.0119822198313252,0.0226103559504231,3299,0.596150839183038,0.86739947101132,"Continuous","model_1","both","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0105693371405277,0.0291120046556784,1854,0.716561790275803,0.954324965226092,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.0195413619683484,0.0222952123815534,3256,0.380767822882673,0.741406668503173,"Continuous","model_2","both","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.0142080219172798,0.0302740297983282,1425,0.638845306563913,0.860411905907331,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.0240377312865574,0.0277828307158434,1874,0.38692850886013,0.853001485441651,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.0168642217451987,0.0234575523766249,3182,0.472187108139221,0.866306302266906,"Continuous","model_3","both","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.020263804602668,0.0269862184039516,1854,0.452716114336459,0.854224129816625,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.000606987106223366,0.033245267523924,1402,0.985433152718096,0.995698081392243,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.0102291969202344,0.0360886214323784,1347,0.77683451336465,0.931037256537068,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.000349485696893657,0.033203929556773,1425,0.991602075511092,0.998464373611515,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.00955291024561274,0.0241136593343254,3182,0.691985683442525,0.930325850319265,"Continuous","model_3","both","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.00754761260027229,0.023005164196259,3256,0.742848601133693,0.942437629678228,"Continuous","model_2","both","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.0260888946099497,0.0253486626452588,1835,0.30338475680081,0.748027627588069,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0251125351515559,0.0290209064717636,1874,0.386860068794332,0.827766764846696,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.0189546022827122,0.0218419073837246,3299,0.385498940407228,0.744873288554789,"Continuous","model_1","both","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.0172917156834276,0.0296943614476115,1402,0.560348999008754,0.823543225815896,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.00874966345789003,0.0330450243847943,1347,0.791178900524451,0.917263187460619,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.00877591960078728,0.0295692417461172,1835,0.766625179128117,0.987636833897742,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"3-methylhistidine",0.0268425128727733,0.0289934611268754,1854,0.35454335566766,0.859180255444623,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.0216815571101607,0.0198260714031479,3256,0.274135640718848,0.672607989346684,"Continuous","model_2","both","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.0472041696619339,0.0270811465161705,1854,0.0813224484168508,0.493017343527158,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.0505529001392836,0.027923587781112,1874,0.070233574969266,0.533191780133788,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.00360261316069437,0.0333980938761864,1347,0.914099746434801,0.976157894357898,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0150885024911378,0.0272921718664049,1425,0.580365493314056,0.855730183504006,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0085077661803408,0.0210064923460799,3256,0.685472724737677,0.917115231717995,"Continuous","model_2","both","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.0460719367487064,0.0256678878297691,1835,0.0726656304010085,0.465979336888829,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.0129381657398425,0.0323932863181847,1425,0.68959196256568,0.91219635770978,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0114507041324682,0.0215552984930963,3182,0.595263169991203,0.898330353925296,"Continuous","model_3","both","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.0194824826760158,0.0193269732410582,3182,0.313432265063046,0.807157425958817,"Continuous","model_3","both","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0201339074143845,0.027742547653401,1402,0.467997492811914,0.780131794503579,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0273636205934584,0.0273284938000357,1347,0.316688871472392,0.626914704751469,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.00682091545831482,0.0205313581156802,3299,0.739723596404805,0.921882512007701,"Continuous","model_1","both","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0264205462945936,0.0282428110036819,1874,0.349541688654224,0.790769844450992,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.0247791824919751,0.0198938470503776,3299,0.212922238610685,0.672399188295006,"Continuous","model_1","both","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0293473637865128,0.0299562325143502,1835,0.327246707215728,0.924337816992051,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.00861399587991007,0.0329032042373059,1402,0.793477115066221,0.92545827849407,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Histidine Metabolism"
"5-hydroxylysine",0.0430938332926189,0.0195778944377052,3256,0.0277255839095502,0.26452934156325,"Continuous","model_2","both","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",-0.0228201721135465,0.0391725366289307,1854,0.56019264768419,0.917364810215249,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0111641486692719,0.0260083385574352,3182,0.667739359430982,0.930325850319265,"Continuous","model_3","both","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0834989750886249,0.0282311982570357,1854,0.00309959279766405,0.119356917113689,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.080514760658723,0.0301624559418561,1874,0.00759936423257193,0.192296955798125,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0254290489646113,0.0248478677087062,3299,0.306123682869185,0.707372745691937,"Continuous","model_1","both","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0191123004510848,0.026275298153079,1425,0.46698914542795,0.80143609489051,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0736835543273774,0.028474613435628,1835,0.00966210860251128,0.249436374200751,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0175573344982221,0.0267353836042533,1347,0.511368828941563,0.78202528498783,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0569225023285709,0.0307971123785019,1347,0.0645580190645182,0.757553326216466,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0208389380103595,0.0255499397196849,3256,0.414719831849501,0.769009994100804,"Continuous","model_2","both","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0395804114943065,0.0199573727485076,3182,0.0473397799564035,0.478719424594537,"Continuous","model_3","both","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0468819302052447,0.0199869449168502,3299,0.0189950740714519,0.208587417161981,"Continuous","model_1","both","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0618170293388859,0.0288491038971712,1425,0.0321314739506517,0.467512945981983,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0138619135696127,0.0256987644802684,1402,0.589610880807737,0.838676187227279,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0603434157341804,0.0297435586067894,1402,0.0424797477628188,0.468931970789871,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",-0.0320768971202422,0.0382949455127837,1835,0.402239977552423,0.924337816992051,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",-0.0131822857062307,0.0390065313009597,1874,0.735400317642568,0.983707927735465,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Lysine Metabolism"
"4-guanidinobutanoate",0.00274194307127232,0.0305633397239131,3182,0.928514916539775,0.981672579078119,"Continuous","model_3","both","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.00649401524616411,0.0286121452830855,3299,0.820449335670528,0.944891050623631,"Continuous","model_1","both","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.00031939924669994,0.0329287268661647,1425,0.992260868978414,0.995520002608109,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.0372048715203426,0.0308763564879929,1874,0.228217531109831,0.760314865832332,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.0290847009986213,0.0208790338499532,3256,0.163616794901078,0.577121058378349,"Continuous","model_2","both","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.0112269539076276,0.043623159594106,1854,0.796899152288658,0.974609395354555,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.0268727001533143,0.0215310054788651,3299,0.211996951604349,0.672399188295006,"Continuous","model_1","both","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.000343620244153632,0.0347509902275206,1347,0.992110589710065,0.993818181086502,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.0128441100420258,0.0442189577128447,1835,0.771459649643572,0.987636833897742,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.00118179827849637,0.0292543433810415,3256,0.967776333929336,0.999215539319167,"Continuous","model_2","both","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.0466181851392302,0.0255744692441413,1835,0.0683275112497038,0.462402459852647,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.00769396178988759,0.0336067106958847,1402,0.818914592091953,0.920559207415671,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.0306526538504109,0.0199239048855509,3182,0.123929766255256,0.595605186764974,"Continuous","model_3","both","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0307688116916505,0.0387560537342939,1347,0.427247931734444,0.872485250068233,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.0350530028072318,0.0284675504274422,1854,0.218198757566348,0.694986184947904,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.00551091392372906,0.0444011610565134,1874,0.90122308368386,0.999072981840716,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0208236891279461,0.0364114764273736,1402,0.567390361166091,0.879159296436725,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0263153118733781,0.0345961227152686,1425,0.446870099152718,0.854208905002841,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"glucuronate",0.0185816488527425,0.0198310526109306,3256,0.34875978854113,0.722342337832518,"Continuous","model_2","both","sdb_pc1","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.0152328003894395,0.0355565396270476,1854,0.668352169493545,0.9487340552323,"Continuous","model_2","Female","sdb_pc2","Carbohydrate","Aminosugar Metabolism"
"glucuronate",-0.0302284350687486,0.0296375034855522,1874,0.307757561357882,0.817774948650541,"Continuous","model_1","Female","sdb_pc1","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.0537058860909587,0.0292103239129491,1425,0.0659751269850173,0.48037072493463,"Continuous","model_1","Male","sdb_pc1","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.0182640458659893,0.0207812958606129,3299,0.379472069857896,0.744873288554789,"Continuous","model_1","both","sdb_pc1","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.045081862706956,0.0237455855525798,3182,0.0576254342284229,0.698792204096179,"Continuous","model_3","both","sdb_pc2","Carbohydrate","Aminosugar Metabolism"
"glucuronate",-0.0382502670528203,0.0256863513547894,1835,0.136453645027382,0.551500148652335,"Continuous","model_3","Female","sdb_pc1","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.0511235362904294,0.0234182447392418,3256,0.0290310681308754,0.241372595030993,"Continuous","model_2","both","sdb_pc2","Carbohydrate","Aminosugar Metabolism"
