"chemid_x","beta","se","n","p_val","p_val_Bonf","p_val_fdr","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named","model","strata","trait","metaboltie","chemical_name","hmdb"
"X100002989",-0.152109378138734,0.0522816970273769,1457,0.00362100861882637,1,0.150530501154068,0,0.822375492490189,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc2","X100002989","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","HMDB0007219"
"X100002989",-0.16400880430766,0.0686684018746893,933,0.0169211126036356,1,0.2784196430984,0,0.555300127580515,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc2","X100002989","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","HMDB0007219"
"X100002989",0.0443283171773755,0.0352088006807903,950,0.208025847615939,1,0.687903655184525,0,0.162472382915202,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc1","X100002989","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","HMDB0007219"
"X100002989",0.041516536778723,0.0436078134353735,960,0.341074904356426,1,0.646305525840679,0,0.189562130891724,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc2","X100002989","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","HMDB0007219"
"X100002989",0.0415295764465869,0.0371320734073549,1522,0.263383944088573,1,0.592865947739942,0,0.227043493377989,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","both","sdb_pc2","X100002989","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","HMDB0007219"
"X100002989",0.0288995950549548,0.0551358282438086,562,0.600172313608012,1,0.848202944774237,0,0.0715002240986843,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc2","X100002989","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","HMDB0007219"
"X100002989",0.053140717565651,0.027469244299351,1500,0.0530451338472361,1,0.278848080287809,0,0.554632341035362,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","both","sdb_pc1","X100002989","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","HMDB0007219"
"X100002989",0.0532509601968781,0.0513706780521032,933,0.299921266595867,1,0.747316680164334,0,0.126495324150251,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc1","X100002989","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","HMDB0007219"
"X100002990",0.0512161440323573,0.0279213650850103,1522,0.0666095588862641,1,0.345839709430574,0,0.461125142362073,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","both","sdb_pc1","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.0426292961820403,0.0441484796549408,950,0.334249769961223,1,0.604140888563453,0,0.218861770003785,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc2","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",-0.147591308960726,0.0692274072791348,524,0.0330086555971996,1,0.434756665066639,0,0.361753751293106,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc2","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.0539369540432332,0.0404389391423424,550,0.182273488454501,1,0.495375792638528,0,0.305065219753362,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Male","sdb_pc1","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.0625125452209913,0.0447112155653026,960,0.162070987903051,1,0.45220371137312,0,0.344665877589394,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc2","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.0294558890364157,0.0541579506671013,550,0.586518171485416,1,0.842794197888277,0,0.0742784628999344,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Male","sdb_pc2","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.0469110837791144,0.0379938009173696,1500,0.216940825709275,1,0.562482460349812,0,0.249891015424697,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","both","sdb_pc2","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.0505958599468888,0.0406386802874675,562,0.213125391647595,1,0.558734134859911,0,0.252794795386838,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc1","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.0608815248145675,0.0488572947393692,933,0.212724305068742,1,0.713007209319672,0,0.146906078911216,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc1","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",-0.162785923128263,0.0517628347704029,1457,0.00166176701707927,0.967148403940136,0.0967148403940136,0.014506880552776,1.01450688055278,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc2","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.0224711575717253,0.0553547732677372,562,0.684780833989387,1,0.894447414190015,0,0.0484451871239089,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc2","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",-0.156681925355633,0.069941278877347,933,0.0250784311710964,1,0.281671463042447,0,0.550257150426305,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc2","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.0454948884431925,0.0342672049312539,950,0.184293432351093,1,0.661223840214144,0,0.179651496469618,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc1","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.057821032051941,0.027629231140888,1500,0.0363716112021993,1,0.240548610450909,0,0.618797147492432,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","both","sdb_pc1","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.0504624468860081,0.0350841625218321,960,0.150341709516048,1,0.552027019742864,0,0.258039664593189,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc1","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",-0.0157961348392729,0.0429518015867768,1457,0.7130490672213,1,0.919096891950349,0,0.0366387025189328,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc1","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",0.0498179230487249,0.0379389187232709,1522,0.189146333294187,1,0.52924599027508,0,0.276342423640158,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","both","sdb_pc2","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100002990",-0.0865651493900141,0.0651956186767475,524,0.184252261664803,1,0.599077185971596,0,0.222517218876171,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc1","X100002990","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","HMDB0007219"
"X100008952",0.0112273460542034,0.0403349922679032,1457,0.780741776367883,1,0.910604636966148,0,0.0406701425148888,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc2","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",-0.0243778433780899,0.0324696734862666,1457,0.45278021236977,1,0.831287329965949,0,0.0802488387304009,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc1","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",-0.0161821286853756,0.0371968198780935,933,0.663532921899528,1,0.908154207635886,0,0.041840400554889,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc1","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",0.00822009066464682,0.0482206195171951,550,0.864641803186422,1,0.953071078512307,0,0.0208747091680035,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Male","sdb_pc2","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",-0.006728119418971,0.0350886579374551,950,0.847940957056282,1,0.974048612878348,0,0.0114193677846595,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc1","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",0.00347617257834355,0.0434233101497994,562,0.936194987328822,1,0.985290203662521,0,0.00643583520119935,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc1","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",0.0133713354388463,0.0476292641856833,562,0.778911504365224,1,0.915811102102142,0,0.0381940959552178,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc2","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",0.0412711044271982,0.0420615875772474,1500,0.326490904248909,1,0.657500713746938,0,0.18210377139153,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","both","sdb_pc2","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",-0.00236292185306757,0.0279834996877866,1500,0.932706743523736,1,0.984086079525505,0,0.00696691149968283,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","both","sdb_pc1","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",-0.0176959974232706,0.0491554835703842,524,0.71884677851514,1,0.900361826038894,0,0.0455829267014071,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc1","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",0.0694919206883206,0.0511367902949727,950,0.174165039052936,1,0.435038852913342,0,0.361471954879006,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc2","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",-0.0126026340185195,0.0469946733676538,524,0.788567279214842,1,0.91317323529393,0,0.0394468259756023,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc2","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",0.0477868348435625,0.040895843906566,1522,0.242604732734843,1,0.581053310500735,0,0.235784020115404,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","both","sdb_pc2","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",0.0374694409049749,0.0501890628326993,933,0.455325662142557,1,0.729456502020194,0,0.137000600269271,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc2","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",0.0762924542291858,0.0534787468363761,960,0.153696982362961,1,0.444166258926272,0,0.352454435699067,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc2","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",0.00113809255891231,0.0279101578921836,1522,0.967473674002256,1,0.989009764376088,0,0.00479942064375028,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","both","sdb_pc1","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",-0.0000258042341558116,0.0344309043404241,960,0.999402025636465,1,0.999402025636465,0,0.000259774643434385,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc1","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008952",0.00994547622750981,0.0432979314858571,550,0.818325947283106,1,0.93170635871438,0,0.0307209405257257,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Male","sdb_pc1","X100008952","1-palmitoleoylglycerol (16:1)*","HMDB0011565"
"X100008976",0.188086213778326,0.0579866539419057,524,0.00118024347521406,0.68690170257458,0.222419845575839,0.163105407167271,0.652826465113563,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc1","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.105307910387645,0.034780336716979,1500,0.00246340902834931,1,0.0623349588912738,0,1.20526832259538,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","both","sdb_pc1","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",-0.0106674839987979,0.0548334177387338,933,0.845750352579114,1,0.968162767769673,0,0.0140516228551094,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc1","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.159769189121664,0.0499533188692745,562,0.00138206901018012,0.804364163924827,0.106809252145578,0.094547286355239,0.971391125755659,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc1","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.139565728695554,0.0368451189344561,1500,0.000151924266666583,0.0884199231999516,0.0073683269333293,1.05344986665082,2.13263111269844,"Not Sig","FDR<0.05","Continuous",NA,NA,"model_2","both","sdb_pc2","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.0533648107752272,0.0421418345774531,960,0.20540055362366,1,0.632503292110953,0,0.198937209690643,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc1","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.102573747311698,0.0434879624363298,950,0.0183405628878757,1,0.201400143410257,0,0.695940224535821,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc2","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.0418832584370804,0.041509160395458,950,0.312968677136924,1,0.750228419481299,0,0.124806488318952,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc1","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.064424514096782,0.0431705067066998,1457,0.135613433805122,1,0.663252256088918,0,0.178321264066626,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc1","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.150456000114703,0.0468055985039745,562,0.00130677713357977,0.760544291743428,0.0934397208507244,0.118875488909285,1.02946846767572,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc2","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.133534500943484,0.0359811570175673,1522,0.000206251156266738,0.120038172947241,0.0120038172947241,0.920680623418543,1.92068062341854,"Not Sig","FDR<0.05","Continuous",NA,NA,"model_1","both","sdb_pc2","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.0710353617744531,0.0496356703466432,1457,0.152391431662188,1,0.698360734073965,0,0.155920187192527,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc2","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.107443430869701,0.0344225028727738,1522,0.00180046109229087,1,0.0616838490551037,0,1.20982853425612,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","both","sdb_pc1","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.161962704176433,0.0477007064979064,550,0.000685298436220175,0.398843689880142,0.0504083385967937,0.399197274546468,1.29749761619278,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Male","sdb_pc2","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.137265925825063,0.0663881931899977,524,0.0386752456688119,1,0.434756665066639,0,0.361753751293106,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc2","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.0122032024188234,0.0641786542076978,933,0.849196091802206,1,0.945271822624892,0,0.0244432876907147,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc2","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.112945862915796,0.0450234561527028,960,0.0121210495610701,1,0.19751908529617,0,0.704390934273702,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc2","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100008976",0.159348765208791,0.0453462572124078,550,0.000441338891096836,0.256859234618358,0.0425398314139574,0.590304815878126,1.37120423554596,"Not Sig","FDR<0.05","Continuous",NA,NA,"model_2","Male","sdb_pc1","X100008976","1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*","HMDB0008994"
"X100010941",0.00484698334795068,0.0343763359606922,1500,0.88787178131688,1,0.951641577765054,0,0.0215265916458401,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","both","sdb_pc2","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",-0.127947425956767,0.0480295890837375,933,0.00772338106331201,1,0.2784196430984,0,0.555300127580515,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc2","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",-0.00265857715599426,0.0510465931924707,562,0.958463847277987,1,0.985942758071907,0,0.00614829862384747,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc2","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",0.0227035107498878,0.0402239429505353,550,0.572463038556735,1,0.791385958289833,0,0.10161165977045,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Male","sdb_pc1","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",0.0675887159820586,0.0347582177725889,950,0.0518304665312049,1,0.37241150026125,0,0.428976916243638,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc1","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",-0.0530787110028008,0.0544741305872028,524,0.329866004227695,1,0.680610460389662,0,0.167101380461193,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc1","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",0.0124279356102838,0.0402786644314815,562,0.757664734784836,1,0.901781285279778,0,0.0448987818749345,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc1","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",0.00567781242599615,0.0505792841055661,550,0.910620674098643,1,0.979632592098725,0,0.00893677445262347,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Male","sdb_pc2","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
