"chemical_name","beta","se","n","p_val","p_val_fdr","is_continuous","model","strata","trait","super_pathway","sub_pathway"
"phenylacetate",-0.00673914020235207,0.0453391714143612,960,0.881839000234742,0.941706969058018,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0196797762028077,0.0346516616696636,1522,0.570081363936834,0.829552792883041,"Continuous","model_1","both","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0171940868101978,0.0342361895984165,1500,0.615513029228222,0.851318638523314,"Continuous","model_2","both","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0586082124157878,0.0412361147493514,524,0.155234337773906,0.585561884133016,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0240665520660246,0.0335578092392571,1457,0.473271082768553,0.813644998917307,"Continuous","model_3","both","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0470077575503973,0.0407207332063207,550,0.248338800105385,0.54782202918945,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.040963862759832,0.0455300253141429,550,0.36827408954628,0.71684120440112,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0872464192559077,0.0403430811381255,960,0.0305710576659622,0.305624145256482,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0498915447156361,0.0288512451737528,1500,0.0837610810214029,0.343302458834201,"Continuous","model_2","both","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.0601679282923091,0.0379106644824821,933,0.112490519417059,0.61908952333171,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.00144513703297913,0.0472339758373035,933,0.975592301055975,0.981391841710376,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"phenylacetate",-0.00128711747155575,0.0455384153199924,950,0.977451247914704,0.992803885316506,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Phenylalanine Metabolism"
"xanthurenate",0.00675193657517031,0.0510615550127322,562,0.894801332649439,0.959068831679509,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0825542437942125,0.0537887690202289,562,0.124836429559194,0.459534726098857,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0192972774733194,0.0285466458597753,1457,0.49904631936818,0.846593418987827,"Continuous","model_3","both","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0300493996294096,0.0341436006800917,1522,0.378811220600227,0.693296007513623,"Continuous","model_1","both","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.00297193576869014,0.0520766701281228,550,0.954490654577922,0.987626600008179,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0178973468062527,0.0324172012343425,950,0.580883857236607,0.855884569396722,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0778132434777323,0.0510145740871513,550,0.127180800335193,0.436969611491393,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0116917830167537,0.0489572809810087,524,0.81124824708777,0.925777411382513,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0387446195348826,0.0349573710049907,1500,0.267715414774887,0.609459078328741,"Continuous","model_2","both","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0525250132724248,0.0335231833930077,1522,0.117155243279552,0.410560830292367,"Continuous","model_1","both","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0491059156572656,0.0455918104232689,524,0.281445619839993,0.652435785979201,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0338940375422413,0.0337145969597054,1457,0.31474166078342,0.763270946815004,"Continuous","model_3","both","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0508073316695784,0.051954811490437,960,0.328116916041004,0.636546817119547,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0197308205102286,0.0344400137786846,960,0.566709718580297,0.855872470528878,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0639655933292325,0.0510176945053567,950,0.209917503012961,0.482893228274875,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0490373680500632,0.033500466521135,1500,0.143253618670033,0.425375541152852,"Continuous","model_2","both","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",-0.0117416540994239,0.0330081199312855,933,0.722050136805641,0.936783397047059,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Tryptophan Metabolism"
"xanthurenate",0.0417191041721633,0.0524976212653638,933,0.426796405115441,0.711215608556713,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Tryptophan Metabolism"
"3-methyl-2-oxovalerate",-0.0474929368686833,0.0406091697283369,562,0.242197155875014,0.586479236440194,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0311136662770608,0.0376430861275573,950,0.408495579773417,0.809636290442121,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.00671291232275414,0.0273695160480827,1500,0.806247630097469,0.907613386299279,"Continuous","model_2","both","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0662676158313067,0.0336098997163627,1522,0.0486473419490057,0.318368553069834,"Continuous","model_1","both","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",-0.0525117059018153,0.0290617364498078,1457,0.070777581118248,0.607815218184104,"Continuous","model_3","both","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0289056303066535,0.041597094453606,960,0.487120844868603,0.817715324450208,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",-0.0170215757127701,0.0492778820813739,562,0.729778495863576,0.904936349909988,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",-0.0855635642376538,0.0489359655328649,524,0.080380920285463,0.482285521712778,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.00519699468786066,0.0292917863895521,1522,0.859177266783548,0.96161763320774,"Continuous","model_1","both","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.110672643910758,0.0441666955753923,960,0.0122176753791446,0.19751908529617,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",-0.130579593964187,0.0483024296124187,524,0.00686392025875745,0.239661408982106,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",-0.035514644287415,0.0487394842960462,550,0.466208013759632,0.77969271266697,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0049940067152503,0.0375335902770143,933,0.894150413119255,0.976858719091494,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",-0.0509915805703395,0.0421034210354925,550,0.225855922281534,0.534342060031921,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.112515843783879,0.0428175690783708,950,0.00859399952542064,0.165078998297254,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0283635746125448,0.0372885570690909,1457,0.446865607128358,0.805603977974825,"Continuous","model_3","both","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0837017869915738,0.0493892103497332,933,0.0901250743333998,0.417973681367974,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"3-methyl-2-oxovalerate",0.0662658109531368,0.0327469776960628,1500,0.0430143851525662,0.295821815741257,"Continuous","model_2","both","sdb_pc2","Amino Acid","Leucine, Isoleucine and Valine Metabolism"
"methionine sulfoxide",-0.00404617951630698,0.0305451544652792,1522,0.894616100269924,0.966637366678736,"Continuous","model_1","both","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.00763838523625792,0.0417392106775845,950,0.854795956753116,0.935133922613371,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0632972802290036,0.0268225721750572,1500,0.0182822646030202,0.181617400252204,"Continuous","model_2","both","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0649411800904702,0.0460162881316112,562,0.158166469884456,0.502942385821491,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0386029706914099,0.0296872449277171,960,0.193490711762387,0.612019533944073,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0736448072581541,0.0264437966832974,1457,0.00535350056679269,0.238122756474527,"Continuous","model_3","both","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0593840403661575,0.0301869047962393,950,0.0491587789426233,0.370513211731802,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.00763711420133035,0.0393824002442668,550,0.846236949594769,0.947791618206378,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0286798106446012,0.0402727556012952,524,0.476378540829682,0.820136669311213,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.00857987067548085,0.0375702003401569,562,0.819359354164419,0.933203804547342,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.00719771547626728,0.0323175782000108,1457,0.823754772192207,0.93225835887784,"Continuous","model_3","both","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.00178813673194923,0.0313396013436487,1500,0.954499965050126,0.985047401750248,"Continuous","model_2","both","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0785516940003724,0.0307139892971154,933,0.0105420981542269,0.306775056288004,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",-0.00836942347267611,0.0412499702773066,960,0.839216898666848,0.923297230669387,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0473042053661116,0.0258956990964177,1522,0.0677417987544423,0.345839709430574,"Continuous","model_1","both","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0737295059736619,0.0460818708526674,550,0.109605743996749,0.406309191121707,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.0767699834479812,0.0460781983184871,524,0.0956974002383162,0.501764747195496,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"methionine sulfoxide",0.00341229209039714,0.0445768580717484,933,0.938982721321974,0.976279222378,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism"
"3-methylhistidine",0.0705980508642064,0.0370843570294176,950,0.0569472973181704,0.298588531884461,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0245730686358056,0.0322704985419754,1500,0.446375426798158,0.742680922104001,"Continuous","model_2","both","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0116538895493729,0.0283404658668049,950,0.680918386034555,0.882615814414502,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0167924786649129,0.0293089701666892,960,0.566680761826121,0.855872470528878,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.0544985140628968,0.0491188768640441,524,0.267204711831886,0.716650425281833,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.016620041804395,0.0602534408284702,562,0.782674367207753,0.907403350029706,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.00639758013902871,0.0305135017900901,1500,0.833929993897731,0.919959514591643,"Continuous","model_2","both","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0164649534919157,0.0293278558432755,933,0.574518023339039,0.886067238200842,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.0654485947979371,0.0580500325526449,562,0.25955164608115,0.658649200905977,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.00554801974308655,0.0298187865436735,1457,0.852399384232966,0.935566380827593,"Continuous","model_3","both","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0185825751635462,0.0313311106941056,1457,0.553112235309606,0.858430189200509,"Continuous","model_3","both","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0109799192867457,0.0599646098796682,550,0.854714332116724,0.948764721810823,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0072957666493983,0.0535774768082668,524,0.891685096109474,0.968405947490941,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.00308306099426125,0.0325303317268073,1522,0.924493573761749,0.972975153579273,"Continuous","model_1","both","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0501990879513482,0.0388372792563991,960,0.196167075040401,0.485603901958884,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0217400170945605,0.0311068022549057,1522,0.484625115924592,0.77842094162606,"Continuous","model_1","both","sdb_pc1","Amino Acid","Histidine Metabolism"
"3-methylhistidine",0.0606827651485347,0.0388828310164976,933,0.118604685399022,0.431424543138944,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Histidine Metabolism"
"3-methylhistidine",-0.0746792334471608,0.0538017157077757,550,0.16512316749695,0.510274696599889,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Histidine Metabolism"
"5-hydroxylysine",0.0581355182719468,0.0270719920041735,1500,0.0317581522460097,0.228188205026885,"Continuous","model_2","both","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0618201192846441,0.0561422514573532,950,0.270838516714588,0.551209068949052,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0531960080835313,0.0346508425929661,1457,0.12473446360808,0.654925715689182,"Continuous","model_3","both","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0381123231598865,0.0401049304489193,950,0.341952141080717,0.767891681970066,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0386931572341701,0.0397945292263493,960,0.3308896202188,0.735029614379166,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0913527850575033,0.0350922011238288,1522,0.00923521693466792,0.128623680071017,"Continuous","model_1","both","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0655150934468663,0.0385941668524711,562,0.0895948530310599,0.423936621659161,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0277950179540076,0.0411424649272785,933,0.49930747438552,0.847418496425028,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.036068116949626,0.03478066957184,524,0.299728318611712,0.658356366320724,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0694528462016983,0.0330140561932965,524,0.0354015148673425,0.434756665066639,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0840731144615426,0.0343052172289751,1500,0.0142563506759533,0.153651779507497,"Continuous","model_2","both","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0424904629424523,0.0256999722690812,1457,0.0982642921267758,0.621628456715038,"Continuous","model_3","both","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0538918434570273,0.0272548382428987,1522,0.0480041991830926,0.298923193424372,"Continuous","model_1","both","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.121676199449264,0.0364058344079699,562,0.000831120513276756,0.0736348955822796,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0661478385428721,0.0370167800732451,550,0.073942498771658,0.369913074277682,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.117243655303441,0.0365069366946314,550,0.00132023476959731,0.052971879989477,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0515037076887665,0.0574769916055178,933,0.3702125926163,0.660931683750573,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Lysine Metabolism"
"5-hydroxylysine",0.0649138336724272,0.0578016682380053,960,0.26141868313955,0.556673641336451,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Lysine Metabolism"
"4-guanidinobutanoate",0.0537540361354214,0.0392345710738554,1457,0.170665629545566,0.71632967442139,"Continuous","model_3","both","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.040153109693848,0.0405160114590924,1522,0.321664582152242,0.653439048785968,"Continuous","model_1","both","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.107277896622706,0.0467819210472341,562,0.0218394513471393,0.31602367627436,"Continuous","model_1","Male","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.0108676563975391,0.0362981097808983,960,0.76463481321177,0.929055242775052,"Continuous","model_1","Female","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0357577068684814,0.0289530227046047,1500,0.216821199991796,0.512967229248882,"Continuous","model_2","both","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.077417757613367,0.0515606855794942,950,0.133229353343083,0.399739455007387,"Continuous","model_2","Female","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0436765942746862,0.0299625150650427,1522,0.144921079385002,0.439635214817688,"Continuous","model_1","both","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.115448001814245,0.0452118291376553,524,0.0106649014387249,0.25862385988908,"Continuous","model_3","Male","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0604862936090517,0.04924487239921,933,0.219343386996887,0.554707136625172,"Continuous","model_3","Female","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0483267535084544,0.0410987685311665,1500,0.239647367815566,0.569284767627181,"Continuous","model_2","both","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.00397286276570462,0.0336017312378805,933,0.905882352777857,0.976858719091494,"Continuous","model_3","Female","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0986949335688691,0.0448860177326259,550,0.0278928473653282,0.26053557319516,"Continuous","model_2","Male","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0359753202034352,0.0302179260761963,1457,0.233838501233329,0.712534071820931,"Continuous","model_3","both","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0446167060206487,0.0468810034991495,524,0.341248554334603,0.769892764198624,"Continuous","model_3","Male","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",-0.00345437446068621,0.0355393755763798,950,0.922568748871057,0.984810843415391,"Continuous","model_2","Female","sdb_pc1","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0732220758185968,0.0546719641260037,960,0.180473539063962,0.468638426427833,"Continuous","model_1","Female","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0274821146922685,0.0511527884890679,550,0.591091169844963,0.842794197888277,"Continuous","model_2","Male","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"4-guanidinobutanoate",0.0191630771058975,0.0555850133824381,562,0.73028038100448,0.904936349909988,"Continuous","model_1","Male","sdb_pc2","Amino Acid","Guanidino and Acetamido Metabolism"
"glucuronate",0.109995558711751,0.0331786564119921,1500,0.000915610207921353,0.0393721683083131,"Continuous","model_2","both","sdb_pc1","Carbohydrate","Aminosugar Metabolism"
"glucuronate",-0.00640448085766043,0.0415595366499611,950,0.877527923720356,0.946829911249683,"Continuous","model_2","Female","sdb_pc2","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.117504883582948,0.0364191661627346,960,0.00125332942792626,0.145887545410617,"Continuous","model_1","Female","sdb_pc1","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.0811919827229705,0.0598315884920805,562,0.174778464210258,0.524284843247594,"Continuous","model_1","Male","sdb_pc1","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.101200328566283,0.0334591579771572,1522,0.00248968072895706,0.0641677885972386,"Continuous","model_1","both","sdb_pc1","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.00866664454645139,0.0319877638538996,1457,0.786440069630003,0.913589062923476,"Continuous","model_3","both","sdb_pc2","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.0913357539417031,0.0364088403392588,933,0.0121205593276899,0.325217447094936,"Continuous","model_3","Female","sdb_pc1","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.0219797805127116,0.0353501054268844,1500,0.534090409371367,0.811594303535601,"Continuous","model_2","both","sdb_pc2","Carbohydrate","Aminosugar Metabolism"
"glucuronate",-0.0204461347844545,0.0394084192163396,933,0.603881690922436,0.807952055441053,"Continuous","model_3","Female","sdb_pc2","Carbohydrate","Aminosugar Metabolism"
"glucuronate",0.065542856370275,0.0454064602709549,524,0.148888159940035,0.589475572007484,"Continuous","model_3","Male","sdb_pc2","Carbohydrate","Aminosugar Metabolism"
